Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000072941,Sod3,Gene Expression,0.44334623112259675,0.0,0.0,24509,15.161557325710131,1430
ENSMUSG00000079042,Apela,Gene Expression,0.44329384235484687,0.0,0.0,4536,2.408370451760132,858
ENSMUSG00000030513,Pcsk6,Gene Expression,0.4424626192584441,0.0,0.0,2703,1.4405621953334686,760
ENSMUSG00000020475,Pgam2,Gene Expression,0.4417242922450219,0.0,0.0,6776,6.344043433598354,1190
ENSMUSG00000042371,Slc5a10,Gene Expression,0.44159977657855365,0.0,0.0,14225,7.904983067155485,1349
ENSMUSG00000098087,Gm17750,Gene Expression,0.44141862339919463,0.0,0.0,3617,1.8976528586414247,876
ENSMUSG00000022323,Rida,Gene Expression,0.4393428772224802,0.0,0.0,58059,34.43675622385143,1433
ENSMUSG00000109311,AI314278,Gene Expression,0.43776246802310836,0.0,0.0,17050,10.614275221718412,1373
ENSMUSG00000091972,Tmem207,Gene Expression,0.4372472555191795,0.0,0.0,1062,0.49965985840136123,423
ENSMUSG00000038843,Gcnt1,Gene Expression,0.4371220172279054,0.0,0.0,14749,9.426098858730201,1395
ENSMUSG00000034875,Nudt19,Gene Expression,0.436711415899126,0.0,0.0,38494,21.534921217871503,1433
ENSMUSG00000045394,Epcam,Gene Expression,0.43519264001878305,0.0,0.0,11699,6.406142573953987,1279
ENSMUSG00000029819,Npy,Gene Expression,0.4348934608473629,0.0,0.0,1361,0.7005825893015608,534
ENSMUSG00000032373,Car12,Gene Expression,0.43402784583951665,0.0,0.0,4378,3.8240255855669414,1211
ENSMUSG00000020839,Tmigd1,Gene Expression,0.4321805440397363,0.0,0.0,12077,6.664292306491363,1270
ENSMUSG00000028712,Cyp4a31,Gene Expression,0.43116670765117615,0.0,0.0,10331,6.954391012497432,1351
ENSMUSG00000066072,Cyp4a10,Gene Expression,0.4309054715580678,0.0,0.0,17079,10.617479577126106,1402
ENSMUSG00000063903,Klk1,Gene Expression,0.4300942619705514,0.0,0.0,133167,111.19036445475555,1438
ENSMUSG00000109093,Gm19950,Gene Expression,0.43002248199533766,0.0,0.0,12965,8.963280578514418,1377
ENSMUSG00000034926,Dhcr24,Gene Expression,0.4283408675013042,0.0,0.0,6071,4.8218787977962405,1302
ENSMUSG00000006216,Clcnkb,Gene Expression,0.42798834200091496,0.0,0.0,18921,15.619052840869458,1426
ENSMUSG00000038528,Mfsd4b5,Gene Expression,0.4271581641106656,0.0,0.0,9216,6.508903001178322,1325
ENSMUSG00000021765,Fst,Gene Expression,0.4271531292185232,0.0,0.0,1237,0.5654365616558485,327
ENSMUSG00000022821,Hgd,Gene Expression,0.42683792053775166,0.0,0.0,16574,10.48616508744196,1390
ENSMUSG00000021214,Akr1c18,Gene Expression,0.42626230752334965,0.0,0.0,1444,0.6248866367960829,394
ENSMUSG00000026956,Uap1l1,Gene Expression,0.4248020195163648,0.0,0.0,6021,5.469427054274193,1359
ENSMUSG00000000958,Slc7a7,Gene Expression,0.42479560618956336,0.0,0.0,4558,3.797608649175291,1187
ENSMUSG00000028199,Cryz,Gene Expression,0.4246730047313252,0.0,0.0,21250,14.228650279278739,1428
ENSMUSG00000062515,Fabp4,Gene Expression,0.4237370858601475,0.0,0.0,19633,13.555997883340575,1370
ENSMUSG00000058135,Gstm1,Gene Expression,0.4222817277347981,0.0,0.0,54018,30.14439536903063,1435
ENSMUSG00000001467,Cyp51,Gene Expression,0.41946473667752826,0.0,0.0,7469,3.804548095629432,1133
ENSMUSG00000039349,C130074G19Rik,Gene Expression,0.4194249219282665,0.0,0.0,7100,5.515785539702848,1341
ENSMUSG00000024354,Slc23a1,Gene Expression,0.41918557750947333,0.0,0.0,10141,5.29857096026607,1240
ENSMUSG00000057228,Aadat,Gene Expression,0.41822705567941787,0.0,0.0,10692,5.414827429699694,1235
ENSMUSG00000053897,Slc39a8,Gene Expression,0.4180406505711141,0.0,0.0,3809,1.852736471329509,834
ENSMUSG00000026725,Tnn,Gene Expression,0.4162665406351834,0.0,0.0,311,0.17253311321847647,181
ENSMUSG00000012705,Retn,Gene Expression,0.4158409914342646,0.0,0.0,1785,2.249962822366706,343
ENSMUSG00000002565,Scin,Gene Expression,0.41540480447220063,0.0,0.0,3277,1.7772079477831937,870
ENSMUSG00000063694,Cycs,Gene Expression,0.41507232886541334,0.0,0.0,26187,14.794288259919407,1424
ENSMUSG00000049091,Sephs2,Gene Expression,0.41505260243746783,0.0,0.0,13613,9.43876028226953,1414
ENSMUSG00000061742,Slc22a12,Gene Expression,0.4150179217425278,0.0,0.0,12260,8.058053709782325,1345
ENSMUSG00000015806,Qdpr,Gene Expression,0.412792917527342,0.0,0.0,13672,9.949619739794052,1425
ENSMUSG00000025059,Gk,Gene Expression,0.4120588776591773,0.0,0.0,19195,12.031048736583422,1413
ENSMUSG00000059412,Fxyd2,Gene Expression,0.40932056569779035,0.0,0.0,416016,249.83676379832283,1439
ENSMUSG00000031980,Agt,Gene Expression,0.4090313944567085,0.0,0.0,11096,6.296876838326755,1322
ENSMUSG00000031441,Atp11a,Gene Expression,0.407437523804486,0.0,0.0,15118,8.317336513365557,1396
ENSMUSG00000000402,Egfl6,Gene Expression,0.40733776126001314,0.0,0.0,1365,0.6966377107711396,559
ENSMUSG00000029082,Bst1,Gene Expression,0.40716427793631277,0.0,0.0,1133,0.5820496193962146,418
ENSMUSG00000024308,Tapbp,Gene Expression,0.4051915833343744,0.0,0.0,13591,10.84062690132329,1430
ENSMUSG00000026730,Pter,Gene Expression,0.4050874550225156,0.0,0.0,13157,7.428291352424568,1332
ENSMUSG00000028603,Scp2,Gene Expression,0.40482722425260154,0.0,0.0,44568,28.63153201279197,1436
ENSMUSG00000030654,Arl6ip1,Gene Expression,0.4048122576360264,0.0,0.0,21781,16.10208142674208,1435
ENSMUSG00000025792,Slc25a10,Gene Expression,0.4046396054758994,0.0,0.0,15660,10.77805967113655,1418
ENSMUSG00000021474,Sfxn1,Gene Expression,0.4045106819592613,0.0,0.0,7926,5.732569520742098,1325
ENSMUSG00000115483,Gm9732,Gene Expression,0.4044628593885923,0.0,0.0,561,0.2862309622383015,314
ENSMUSG00000028773,Fabp3,Gene Expression,0.40234597220761614,0.0,0.0,18860,10.924053541127812,1389
ENSMUSG00000024644,Cndp2,Gene Expression,0.4017730748951256,0.0,0.0,18279,12.155322309563926,1426
ENSMUSG00000032080,Apoa4,Gene Expression,0.40103719315058883,0.0,0.0,2001,0.967299801307079,573
ENSMUSG00000020681,Ace,Gene Expression,0.4006626708406612,0.0,0.0,5536,2.8799643192151168,1041
ENSMUSG00000090877,Hspa1b,Gene Expression,0.40020435734770865,0.0,0.0,3645,2.04513284753336,917
ENSMUSG00000066058,Cldn19,Gene Expression,0.3999843570537376,0.0,0.0,4261,2.292584891330929,958
ENSMUSG00000002847,Pla1a,Gene Expression,0.39979961029861905,0.0,0.0,3006,1.6314264550608066,829
ENSMUSG00000021190,Lgmn,Gene Expression,0.3989643085852752,0.0,0.0,24730,17.42776740410443,1433
ENSMUSG00000022018,Rgcc,Gene Expression,0.3984179028290964,0.0,0.0,4930,2.7208176319173676,1067
ENSMUSG00000071178,Serpina1b,Gene Expression,0.3978606691177014,0.0,0.0,3107,1.498906400588263,738
ENSMUSG00000016534,Lamp2,Gene Expression,0.39706110730426564,0.0,0.0,31361,21.286150516945522,1438
ENSMUSG00000035878,Hykk,Gene Expression,0.39705105677417596,0.0,0.0,9995,6.424023026944405,1302
ENSMUSG00000073802,Cdkn2b,Gene Expression,0.39682812640764425,0.0,0.0,406,0.20816207859246785,235
ENSMUSG00000025347,Mettl7b,Gene Expression,0.3958884056694896,0.0,0.0,9811,6.021767151335541,1323
ENSMUSG00000022435,Upk3a,Gene Expression,0.39441928642792906,0.0,0.0,1286,0.7041325906656429,165
ENSMUSG00000087380,2210408F21Rik,Gene Expression,0.3934460129330432,0.0,0.0,2240,1.2241197798231318,801
ENSMUSG00000017950,Hnf4a,Gene Expression,0.3927717696238598,0.0,0.0,9492,6.397563894182916,1343
ENSMUSG00000040693,Slco4c1,Gene Expression,0.3923348550820168,0.0,0.0,978,0.4517054249606544,404
ENSMUSG00000025937,Lactb2,Gene Expression,0.39181699325721436,0.0,0.0,14088,9.006269694087072,1382
ENSMUSG00000048424,Ranbp3l,Gene Expression,0.39129463378713863,0.0,0.0,2753,1.5870247581539112,846
ENSMUSG00000054640,Slc8a1,Gene Expression,0.39070529323725484,0.0,0.0,4417,4.123385278790728,1047
ENSMUSG00000061808,Ttr,Gene Expression,0.3905164365646274,0.0,0.0,8920,6.030373823061507,1229
ENSMUSG00000060636,Rpl35a,Gene Expression,0.3896041206969749,0.0,0.0,112702,63.71316122745492,1438
ENSMUSG00000033488,Cryzl2,Gene Expression,0.3877394520724478,0.0,0.0,11404,6.830722826550787,1328
ENSMUSG00000066026,Dhrs3,Gene Expression,0.3873624590963029,0.0,0.0,13423,9.507596837142202,1428
ENSMUSG00000044034,Npb,Gene Expression,0.38708902727392025,0.0,0.0,411,0.19876664180956236,259
ENSMUSG00000039323,Igfbp2,Gene Expression,0.38696782910571526,0.0,0.0,519,0.3150994408185322,92
ENSMUSG00000005514,Por,Gene Expression,0.3867469835302707,0.0,0.0,16475,10.41871414537754,1419
ENSMUSG00000079262,Slco1a6,Gene Expression,0.38672621545874936,0.0,0.0,4927,3.8351559566943565,1191
ENSMUSG00000054385,Ceacam2,Gene Expression,0.38672421944808305,0.0,0.0,1142,0.5279207174132671,404
ENSMUSG00000075549,Gm6878,Gene Expression,0.3864126964420963,0.0,0.0,156,0.07407331252983254,113
