Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000032368,Zic1,Gene Expression,0.6482527470031132,0.0,0.0,3429,1.2466144646149737,1005
ENSMUSG00000030701,Plekhb1,Gene Expression,0.6440036568728615,0.0,0.0,25069,10.420401882563937,2579
ENSMUSG00000001175,Calm1,Gene Expression,0.643622439170902,0.0,0.0,166467,54.404630443017794,2702
ENSMUSG00000069372,Ctxn3,Gene Expression,0.6394108985145425,0.0,0.0,2140,0.7090626642660297,528
ENSMUSG00000067879,Vxn,Gene Expression,0.637416963139718,0.0,0.0,10614,3.3001590311871483,1868
ENSMUSG00000056486,Chn1,Gene Expression,0.6344603228291108,0.0,0.0,49323,14.812490495618235,2642
ENSMUSG00000027273,Snap25,Gene Expression,0.6338749102253654,0.0,0.0,144064,45.34617212253481,2692
ENSMUSG00000006782,Cnp,Gene Expression,0.6333803068550823,0.0,0.0,40840,17.330351827706714,2564
ENSMUSG00000029151,Slc30a3,Gene Expression,0.6327907348326399,0.0,0.0,6808,2.0985892172710283,1420
ENSMUSG00000029697,Fezf1,Gene Expression,0.6296596272476774,0.0,0.0,346,0.07879747081212343,121
ENSMUSG00000041046,Ramp3,Gene Expression,0.6247985306157521,0.0,0.0,4762,1.7873720150899373,1323
ENSMUSG00000006930,Hap1,Gene Expression,0.6246022703457488,0.0,0.0,11721,3.1610487956957902,1852
ENSMUSG00000006476,Nsmf,Gene Expression,0.6237673786502578,0.0,0.0,23723,8.76615544987999,2629
ENSMUSG00000025889,Snca,Gene Expression,0.6204744558604114,0.0,0.0,27121,7.893565495857643,2435
ENSMUSG00000037625,Cldn11,Gene Expression,0.6168073234681685,0.0,0.0,22021,9.487312992134465,2318
ENSMUSG00000027270,Lamp5,Gene Expression,0.6165464216499088,0.0,0.0,7127,2.261132126529283,1529
ENSMUSG00000030500,Slc17a6,Gene Expression,0.6139664820883632,0.0,0.0,6413,2.1492039464056267,1559
ENSMUSG00000027375,Mal,Gene Expression,0.6138969191081818,0.0,0.0,33490,14.578426428978007,2444
ENSMUSG00000028161,Ppp3ca,Gene Expression,0.6137528830782923,0.0,0.0,79791,24.503414114661833,2695
ENSMUSG00000013076,Amotl1,Gene Expression,0.6128783357028086,0.0,0.0,3903,1.4661118482658304,1358
ENSMUSG00000036699,Zcchc12,Gene Expression,0.6125192711921847,0.0,0.0,9656,2.736179284508865,1764
ENSMUSG00000031654,Cbln1,Gene Expression,0.6121683343423341,0.0,0.0,4089,1.2736408848633005,942
ENSMUSG00000007944,Ttc9b,Gene Expression,0.610144035499332,0.0,0.0,19658,6.212394016834988,2450
ENSMUSG00000003657,Calb2,Gene Expression,0.6089235195590851,0.0,0.0,8001,2.4164322492233583,1364
ENSMUSG00000026385,Dbi,Gene Expression,0.6080205934799677,0.0,0.0,49689,17.163813351380167,2697
ENSMUSG00000035033,Tbr1,Gene Expression,0.6076895299774177,0.0,0.0,4908,1.5406441306175969,1351
ENSMUSG00000040624,Plekhg1,Gene Expression,0.6065125982504593,0.0,0.0,2565,1.0069886204695786,945
ENSMUSG00000025867,Cplx2,Gene Expression,0.6062518175312468,0.0,0.0,24725,8.422716169601266,2505
ENSMUSG00000033061,Resp18,Gene Expression,0.5990530773036541,0.0,0.0,26215,7.380750168015501,2448
ENSMUSG00000031517,Gpm6a,Gene Expression,0.5981842710590709,0.0,0.0,72653,22.712240779894504,2693
ENSMUSG00000037362,Ccn3,Gene Expression,0.5966735099135169,0.0,0.0,6907,2.1657471046277816,1506
ENSMUSG00000039195,1110008P14Rik,Gene Expression,0.5941481490391015,0.0,0.0,30665,9.81013473286256,2621
ENSMUSG00000036634,Mag,Gene Expression,0.5940380273176097,0.0,0.0,23240,9.904610611677779,2288
ENSMUSG00000067889,Sptbn2,Gene Expression,0.5935216410667566,0.0,0.0,20933,7.181445205826229,2554
ENSMUSG00000038112,AW551984,Gene Expression,0.5923401267597799,0.0,0.0,2294,0.5997664474691631,700
ENSMUSG00000026344,Lypd1,Gene Expression,0.5906466754941503,0.0,0.0,10565,3.1008939493624705,1786
ENSMUSG00000018451,6330403K07Rik,Gene Expression,0.5887455740363517,0.0,0.0,37246,10.477633839460237,2566
ENSMUSG00000032503,Arpp21,Gene Expression,0.5885999701008494,0.0,0.0,12763,4.070077425163659,2137
ENSMUSG00000025203,Scd2,Gene Expression,0.5866458475197166,0.0,0.0,67710,25.384066055166336,2701
ENSMUSG00000021032,Ngb,Gene Expression,0.5865918564182847,0.0,0.0,2669,0.6810335366824405,819
ENSMUSG00000053025,Sv2b,Gene Expression,0.5862881076293629,0.0,0.0,14165,4.370448921228244,2226
ENSMUSG00000022577,Ly6h,Gene Expression,0.5858710232320955,0.0,0.0,47212,13.532453569506288,2618
ENSMUSG00000027347,Rasgrp1,Gene Expression,0.5853464041705472,0.0,0.0,18695,5.991134002322974,2408
ENSMUSG00000058624,Gda,Gene Expression,0.584432652687902,0.0,0.0,9832,3.021400327103441,1942
ENSMUSG00000015806,Qdpr,Gene Expression,0.5839949808737088,0.0,0.0,22642,9.0489835765914,2543
ENSMUSG00000059857,Ntng1,Gene Expression,0.583322235377283,0.0,0.0,3876,1.428162202207484,1351
ENSMUSG00000071379,Hpcal1,Gene Expression,0.5832395597237137,0.0,0.0,8290,2.312341434167921,1694
ENSMUSG00000026259,Ngef,Gene Expression,0.5831811584950681,0.0,0.0,11098,3.482282128759921,2083
ENSMUSG00000028785,Hpca,Gene Expression,0.5793061193924899,0.0,0.0,38941,10.1466244658186,2474
ENSMUSG00000032174,Icam5,Gene Expression,0.5786188932626709,0.0,0.0,8597,2.482073665886405,1757
ENSMUSG00000021087,Rtn1,Gene Expression,0.5777604223804321,0.0,0.0,107104,31.618217002058124,2691
ENSMUSG00000049225,Pdp1,Gene Expression,0.5751777330603495,0.0,0.0,9104,3.230499882412521,2070
ENSMUSG00000050074,Spink8,Gene Expression,0.57435968876823,0.0,0.0,1808,0.5067123727068426,464
ENSMUSG00000025372,Baiap2,Gene Expression,0.5743588681937386,0.0,0.0,11407,3.385243065975686,1983
ENSMUSG00000013523,Bcas1,Gene Expression,0.5737945365768193,0.0,0.0,8428,3.598699134919047,2032
ENSMUSG00000049775,Tmsb4x,Gene Expression,0.5703449748077363,0.0,0.0,235087,74.18506392434573,2701
ENSMUSG00000033161,Atp1a1,Gene Expression,0.5703041884220869,0.0,0.0,36516,11.335091077449146,2638
ENSMUSG00000076439,Mog,Gene Expression,0.5691933892642509,0.0,0.0,12596,5.405178862807919,1984
ENSMUSG00000032238,Rora,Gene Expression,0.5679047309151761,0.0,0.0,7723,3.00892909152843,2019
ENSMUSG00000036198,Arhgap36,Gene Expression,0.5678953896565446,0.0,0.0,1397,0.36202543266126996,427
ENSMUSG00000040856,Dlk1,Gene Expression,0.5675363322680911,0.0,0.0,2162,0.5838666031735209,598
ENSMUSG00000032060,Cryab,Gene Expression,0.5661448474081753,0.0,0.0,20752,8.451342097285286,2496
ENSMUSG00000007892,Rplp1,Gene Expression,0.5657304543398678,0.0,0.0,268039,91.0412160719982,2702
ENSMUSG00000025738,Fbxl16,Gene Expression,0.5652545742957187,0.0,0.0,25619,8.411526746561227,2577
ENSMUSG00000041571,Selenow,Gene Expression,0.5650919097307895,0.0,0.0,143746,47.47281888868561,2701
ENSMUSG00000052889,Prkcb,Gene Expression,0.5650876592994395,0.0,0.0,21476,6.932850731111073,2520
ENSMUSG00000029544,Cabp1,Gene Expression,0.5649395628889213,0.0,0.0,9248,2.915386081292729,1959
ENSMUSG00000095845,Gm5741,Gene Expression,0.5644093057115096,0.0,0.0,1304,0.21465880744737828,108
ENSMUSG00000020460,Rps27a,Gene Expression,0.5642107204089344,0.0,0.0,113906,37.74109378185787,2701
ENSMUSG00000030307,Slc6a11,Gene Expression,0.5627538701788956,0.0,0.0,8747,3.129616830963133,2066
ENSMUSG00000059456,Ptk2b,Gene Expression,0.5616834330444843,0.0,0.0,15689,4.702311322068686,2244
ENSMUSG00000020431,Adcy1,Gene Expression,0.5590943663280455,0.0,0.0,15186,5.3765755202521195,2442
ENSMUSG00000051853,Arf3,Gene Expression,0.5577358521031571,0.0,0.0,42212,13.713714913831732,2678
ENSMUSG00000020486,Sept4,Gene Expression,0.5545585571798732,0.0,0.0,15232,6.237269627578981,2373
ENSMUSG00000046215,Rprml,Gene Expression,0.5520657902265372,0.0,0.0,7738,2.239136767609988,1738
ENSMUSG00000036438,Calm2,Gene Expression,0.5507823671089289,0.0,0.0,138969,42.16437355330942,2699
ENSMUSG00000062328,Rpl17,Gene Expression,0.5505949626882457,0.0,0.0,111466,36.05167503051172,2702
ENSMUSG00000033615,Cplx1,Gene Expression,0.5500515563499387,0.0,0.0,36997,12.417846139882542,2620
ENSMUSG00000032890,Rims3,Gene Expression,0.5496508271492535,0.0,0.0,8278,2.8705573482228446,2077
ENSMUSG00000020262,Adarb1,Gene Expression,0.5490561559791546,0.0,0.0,10102,3.8080813496210184,2265
ENSMUSG00000030905,Crym,Gene Expression,0.548824908921656,0.0,0.0,6349,1.7754692705512922,1430
ENSMUSG00000028266,Lmo4,Gene Expression,0.5487915346900307,0.0,0.0,17512,5.423157205997053,2335
ENSMUSG00000045573,Penk,Gene Expression,0.5482140463467604,0.0,0.0,10423,2.825021759953743,1418
ENSMUSG00000020178,Adora2a,Gene Expression,0.5417818168377644,0.0,0.0,718,0.21782854992193318,239
ENSMUSG00000037579,Kcnh3,Gene Expression,0.5414350736213397,0.0,0.0,4614,1.5084115918561556,1540
ENSMUSG00000061983,Rps12,Gene Expression,0.5402329986422867,0.0,0.0,103668,34.90831914724505,2699
ENSMUSG00000060636,Rpl35a,Gene Expression,0.5386780557007989,0.0,0.0,114129,37.7112426915147,2701
ENSMUSG00000054667,Irs4,Gene Expression,0.5386561147418004,0.0,0.0,844,0.2089275124868455,345
ENSMUSG00000021647,Cartpt,Gene Expression,0.5355460266279737,0.0,0.0,5732,1.4771862436335255,998
ENSMUSG00000022425,Enpp2,Gene Expression,0.5352452263772143,0.0,0.0,34840,9.841003064603083,2554
ENSMUSG00000019194,Scn1b,Gene Expression,0.5351678103235453,0.0,0.0,36124,11.709024189955024,2630
ENSMUSG00000023046,Igfbp6,Gene Expression,0.5349427299715219,0.0,0.0,4133,1.3399410164161747,1306
ENSMUSG00000029223,Uchl1,Gene Expression,0.5331685750592926,0.0,0.0,111440,34.576561083363316,2692
ENSMUSG00000038530,Rgs4,Gene Expression,0.5326585122414035,0.0,0.0,14069,4.746683355580119,2301
ENSMUSG00000001827,Folr1,Gene Expression,0.5325507842305841,0.0,0.0,1285,0.30253184938694555,287
ENSMUSG00000003279,Dlgap1,Gene Expression,0.5325302455833069,0.0,0.0,20108,6.5803149862013095,2538
ENSMUSG00000037742,Eef1a1,Gene Expression,0.5324651437228667,0.0,0.0,169293,55.2389694351682,2702
ENSMUSG00000027858,Tspan2,Gene Expression,0.5321311006545757,0.0,0.0,12498,5.268047863502966,2159
ENSMUSG00000074129,Rpl13a,Gene Expression,0.5319055021657755,0.0,0.0,151559,51.1680964209398,2701
ENSMUSG00000115625,2900040C04Rik,Gene Expression,0.5316891579378957,0.0,0.0,1388,0.3137373654414566,245
ENSMUSG00000041773,Enc1,Gene Expression,0.5316890994507962,0.0,0.0,20389,6.191434416096588,2425
ENSMUSG00000041708,Mpped1,Gene Expression,0.5316474246327642,0.0,0.0,5497,1.7895538019275534,1631
ENSMUSG00000093674,Rpl41,Gene Expression,0.5310242259188497,0.0,0.0,173217,56.92605643904409,2701
ENSMUSG00000043439,Epop,Gene Expression,0.5300229170154288,0.0,0.0,3795,1.3519198440888056,1379
ENSMUSG00000067578,Cbln4,Gene Expression,0.5290506061806252,0.0,0.0,2722,0.8685372643498059,887
ENSMUSG00000028832,Stmn1,Gene Expression,0.5283055727332112,0.0,0.0,72415,23.86243400725574,2691
ENSMUSG00000035864,Syt1,Gene Expression,0.5281511098813857,0.0,0.0,45979,14.885870870891175,2674
ENSMUSG00000073680,Tmem88b,Gene Expression,0.5271177954871527,0.0,0.0,5510,2.345692413639724,1612
ENSMUSG00000063659,Zbtb18,Gene Expression,0.5264068632677251,0.0,0.0,11937,3.6339792211875377,2182
ENSMUSG00000024736,Tmem132a,Gene Expression,0.5244073394251653,0.0,0.0,13167,4.062730968239809,2288
ENSMUSG00000040952,Rps19,Gene Expression,0.523664134729116,0.0,0.0,99344,32.88718610320547,2702
ENSMUSG00000060126,Tpt1,Gene Expression,0.5235805421749602,0.0,0.0,102896,36.13354268068226,2701
ENSMUSG00000040479,Dgkz,Gene Expression,0.5219985801064262,0.0,0.0,13865,4.580569249988963,2434
ENSMUSG00000110195,Pde2a,Gene Expression,0.5215981980487534,0.0,0.0,10229,3.1043623920114904,2102
ENSMUSG00000059173,Pde1a,Gene Expression,0.5210318201388384,0.0,0.0,8241,2.467765237616108,1860
ENSMUSG00000061751,Kalrn,Gene Expression,0.520262489472024,0.0,0.0,10690,3.463909748648479,2220
ENSMUSG00000045337,Defb11,Gene Expression,0.5193905863780548,0.0,0.0,181,0.03889792496847522,61
ENSMUSG00000026825,Dnm1,Gene Expression,0.518847498246735,0.0,0.0,65043,20.35540889856458,2681
ENSMUSG00000058254,Tspan7,Gene Expression,0.5184158756460143,0.0,0.0,65232,21.49120745139361,2700
ENSMUSG00000038872,Zfhx3,Gene Expression,0.5181796895795125,0.0,0.0,2409,0.8965046742376579,1079
ENSMUSG00000055430,Nap1l5,Gene Expression,0.5180297916116562,0.0,0.0,38701,11.693315991646298,2602
ENSMUSG00000041453,Rpl21,Gene Expression,0.5174849154264877,0.0,0.0,135856,44.94813184074693,2702
ENSMUSG00000047261,Gap43,Gene Expression,0.5160904028592709,0.0,0.0,29366,8.82102689799235,2550
ENSMUSG00000024873,Cnih2,Gene Expression,0.5159943167534625,0.0,0.0,27773,8.753126168969315,2609
ENSMUSG00000030772,Dkk3,Gene Expression,0.51594857882477,0.0,0.0,8344,2.5455878477365887,1923
ENSMUSG00000041841,Rpl37,Gene Expression,0.5156985223420085,0.0,0.0,132260,44.52000351710893,2702
ENSMUSG00000036564,Ndrg4,Gene Expression,0.5156777584471904,0.0,0.0,70010,22.470942928922376,2680
ENSMUSG00000009394,Syn2,Gene Expression,0.515357469130337,0.0,0.0,26139,7.813890719919227,2536
ENSMUSG00000026051,Ecrg4,Gene Expression,0.5149431018191309,0.0,0.0,2724,0.6270168664830608,439
ENSMUSG00000022949,Clic6,Gene Expression,0.5147229081095038,0.0,0.0,1565,0.36986904717218827,411
ENSMUSG00000005892,Trh,Gene Expression,0.5139263692554057,0.0,0.0,1316,0.3390655155698913,370
ENSMUSG00000025582,Nptx1,Gene Expression,0.513863273624243,0.0,0.0,10609,3.1288023950841266,1988
ENSMUSG00000038764,Ptpn3,Gene Expression,0.5136313033329978,0.0,0.0,3577,1.288542664728645,1338
ENSMUSG00000020932,Gfap,Gene Expression,0.5132080485783449,0.0,0.0,8192,3.324769314751555,1640
ENSMUSG00000032518,Rpsa,Gene Expression,0.5130113320259837,0.0,0.0,98446,34.05727976461474,2701
ENSMUSG00000042388,Dlgap3,Gene Expression,0.5128827837467609,0.0,0.0,15936,5.836006410860488,2513
ENSMUSG00000037166,Ppp1r14a,Gene Expression,0.5124631273749215,0.0,0.0,6946,2.9203803794532726,1769
ENSMUSG00000068696,Gpr88,Gene Expression,0.5115532263821588,0.0,0.0,3671,1.1784615862696945,1203
ENSMUSG00000026247,Ecel1,Gene Expression,0.5101596137658096,0.0,0.0,1722,0.4614058309887447,573
ENSMUSG00000026830,Ermn,Gene Expression,0.5098252258036089,0.0,0.0,5225,2.254992990001563,1513
ENSMUSG00000020950,Foxg1,Gene Expression,0.5096211587337028,0.0,0.0,5051,1.6026523812778686,1532
ENSMUSG00000060938,Rpl26,Gene Expression,0.5093686891389018,0.0,0.0,125258,41.87889088805949,2701
ENSMUSG00000079523,Tmsb10,Gene Expression,0.5090507417367823,0.0,0.0,62196,19.619934170286868,2688
ENSMUSG00000025290,Rps24,Gene Expression,0.5086714431785387,0.0,0.0,130262,44.08308128232448,2700
ENSMUSG00000053093,Myh7,Gene Expression,0.507741189791925,0.0,0.0,3493,0.9949957989098083,1178
ENSMUSG00000026090,2010300C02Rik,Gene Expression,0.5067120538809012,0.0,0.0,8122,2.45251159017315,1925
ENSMUSG00000022490,Ppp1r1a,Gene Expression,0.5065722291032161,0.0,0.0,17120,5.299712025726272,2461
ENSMUSG00000015090,Ptgds,Gene Expression,0.5064084953883019,0.0,0.0,129402,49.90334175944753,2696
ENSMUSG00000027797,Dclk1,Gene Expression,0.5054283169720071,0.0,0.0,21343,6.784527347420838,2566
ENSMUSG00000022548,Apod,Gene Expression,0.5051173074643178,0.0,0.0,29438,11.93950358750238,2487
ENSMUSG00000007656,Arpp19,Gene Expression,0.5047386760199741,0.0,0.0,21726,7.017805109596234,2596
ENSMUSG00000049556,Lingo1,Gene Expression,0.5037535855824414,0.0,0.0,17050,5.365086570811534,2425
ENSMUSG00000009075,Cabp7,Gene Expression,0.5034105684594684,0.0,0.0,2662,0.9432806104906685,1029
ENSMUSG00000001270,Ckb,Gene Expression,0.5033539241775035,0.0,0.0,136545,47.86671673710317,2701
ENSMUSG00000050121,Opalin,Gene Expression,0.5031447657809198,0.0,0.0,8061,3.4502971450791975,1743
ENSMUSG00000059361,Nrsn2,Gene Expression,0.5025265000104121,0.0,0.0,15833,4.63842443793047,2316
ENSMUSG00000061859,Patj,Gene Expression,0.5022773909824695,0.0,0.0,1427,0.5384278793726129,707
ENSMUSG00000019943,Atp2b1,Gene Expression,0.5013523438308217,0.0,0.0,26690,8.734623181217895,2626
ENSMUSG00000032936,Camkv,Gene Expression,0.501013542562347,0.0,0.0,18639,5.654063015114559,2441
ENSMUSG00000039114,Nrn1,Gene Expression,0.5009531231134259,0.0,0.0,13488,4.1205940032535215,2225
ENSMUSG00000037855,Zfp365,Gene Expression,0.5009502521605794,0.0,0.0,15242,5.266708766750998,2521
ENSMUSG00000031344,Gabrq,Gene Expression,0.5005597792735189,0.0,0.0,645,0.1615136945916452,310
ENSMUSG00000033585,Ndn,Gene Expression,0.49983208762516984,0.0,0.0,31355,9.057109236298844,2579
ENSMUSG00000030134,Rasgef1a,Gene Expression,0.49953868301518,0.0,0.0,11338,3.666708398490133,2258
ENSMUSG00000087075,Lbhd2,Gene Expression,0.49935088751638806,0.0,0.0,1212,0.3189755732256176,474
ENSMUSG00000003363,Pld3,Gene Expression,0.49864425435098353,0.0,0.0,26644,8.2124944446735,2595
ENSMUSG00000022090,Pdlim2,Gene Expression,0.49861737155542296,0.0,0.0,4786,2.054104073949072,1509
ENSMUSG00000031111,Igsf1,Gene Expression,0.49779422845398213,0.0,0.0,1861,0.5556526198855855,809
ENSMUSG00000006522,Itih3,Gene Expression,0.4968395723863096,0.0,0.0,3854,1.2674578496773217,1351
ENSMUSG00000020894,Vamp2,Gene Expression,0.49670301746177875,0.0,0.0,69073,22.059828874641013,2691
ENSMUSG00000019986,Ahi1,Gene Expression,0.49643881125477374,0.0,0.0,15134,4.313927595147299,2303
ENSMUSG00000030226,Lmo3,Gene Expression,0.49516278510737555,0.0,0.0,7114,2.0574739595434006,1684
ENSMUSG00000078816,Prkcg,Gene Expression,0.494862192729534,0.0,0.0,15946,4.825719191008788,2264
ENSMUSG00000037984,Neurod6,Gene Expression,0.4948148255661207,0.0,0.0,4695,1.3073397011723025,1229
ENSMUSG00000032854,Ugt8a,Gene Expression,0.4945292217422212,0.0,0.0,5355,2.2494685390567413,1530
ENSMUSG00000033579,Fa2h,Gene Expression,0.49286312695815315,0.0,0.0,4980,2.128145160057258,1461
ENSMUSG00000076498,Trbc2,Gene Expression,0.49248720961412074,0.0,0.0,1925,0.5959353597738918,732
ENSMUSG00000050821,Fam131a,Gene Expression,0.4919501300827103,0.0,0.0,13159,3.674159786073918,2118
ENSMUSG00000026879,Gsn,Gene Expression,0.4917767831630764,0.0,0.0,9389,3.8426782853349697,1925
ENSMUSG00000032589,Bsn,Gene Expression,0.49102091794827935,0.0,0.0,12957,4.2006937341203825,2351
ENSMUSG00000054459,Vsnl1,Gene Expression,0.4898231934117059,0.0,0.0,52887,16.697795974711223,2657
ENSMUSG00000085007,Gm11549,Gene Expression,0.4883372131610368,0.0,0.0,1666,0.5223303615915463,784
ENSMUSG00000021719,Rgs7bp,Gene Expression,0.48827908438985607,0.0,0.0,14540,5.017840376706423,2412
ENSMUSG00000066705,Fxyd6,Gene Expression,0.4879700314123976,0.0,0.0,12797,3.7765763676072233,2138
ENSMUSG00000033953,Ppp3r1,Gene Expression,0.48795299928091085,0.0,0.0,38713,11.52838605731247,2624
ENSMUSG00000044216,Kcnj4,Gene Expression,0.4879330306261619,0.0,0.0,4198,1.2869261618113352,1404
ENSMUSG00000090733,Rps27,Gene Expression,0.48705038743624235,0.0,0.0,96841,32.57954087113279,2700
ENSMUSG00000047215,Rpl9,Gene Expression,0.48695973089275696,0.0,0.0,114460,37.038984120491016,2700
ENSMUSG00000031775,Pllp,Gene Expression,0.486792342808324,0.0,0.0,8354,3.5053135948446372,1974
ENSMUSG00000020732,Rab37,Gene Expression,0.48575858889023016,0.0,0.0,804,0.32056581669495265,417
ENSMUSG00000017723,Wfdc2,Gene Expression,0.4847311585823638,0.0,0.0,500,0.11385288892390143,122
ENSMUSG00000019923,Zwint,Gene Expression,0.48446058224708144,0.0,0.0,62338,18.73672614155304,2669
ENSMUSG00000026421,Csrp1,Gene Expression,0.4836984768126182,0.0,0.0,18640,7.497439470850641,2595
ENSMUSG00000061762,Tac1,Gene Expression,0.48355778546555306,0.0,0.0,4082,1.0755225327399767,918
ENSMUSG00000039278,Pcsk1n,Gene Expression,0.48328520075367903,0.0,0.0,155357,49.57389711467017,2699
ENSMUSG00000047675,Rps8,Gene Expression,0.4829391558711378,0.0,0.0,116613,38.38491723189537,2698
ENSMUSG00000032246,Calml4,Gene Expression,0.4826078185086077,0.0,0.0,1095,0.2680375828564661,218
ENSMUSG00000055945,Prr18,Gene Expression,0.4824235466215999,0.0,0.0,3934,1.670681493358878,1486
ENSMUSG00000030302,Atp2b2,Gene Expression,0.4813491428383274,0.0,0.0,22068,7.50471170251204,2593
ENSMUSG00000037086,Prr32,Gene Expression,0.48030631351987696,0.0,0.0,282,0.0639843202719009,93
ENSMUSG00000017734,Dbndd2,Gene Expression,0.47952406340328796,0.0,0.0,16811,6.618680704858273,2534
ENSMUSG00000028833,Ncdn,Gene Expression,0.4794452786602577,0.0,0.0,72726,22.152546885778186,2691
ENSMUSG00000079436,Kcnj13,Gene Expression,0.4793071893570234,0.0,0.0,530,0.1219363019612263,122
ENSMUSG00000032988,Slc16a8,Gene Expression,0.4785974623171857,0.0,0.0,210,0.046943808421722445,65
ENSMUSG00000029563,Foxp2,Gene Expression,0.4766741257850733,0.0,0.0,2204,0.7548819378930726,916
ENSMUSG00000039904,Gpr37,Gene Expression,0.4764366369460947,0.0,0.0,5976,2.513921264030465,1733
ENSMUSG00000048108,Tmem72,Gene Expression,0.4751087572708728,0.0,0.0,383,0.08678479288711799,119
ENSMUSG00000037706,Cd81,Gene Expression,0.4750243085122942,0.0,0.0,42356,15.405863027974279,2696
ENSMUSG00000039001,Rps21,Gene Expression,0.47411664705406337,0.0,0.0,175830,59.71325782689279,2701
ENSMUSG00000091705,H2-Q2,Gene Expression,0.4736226484839313,0.0,0.0,437,0.10628623934235748,194
ENSMUSG00000016349,Eef1a2,Gene Expression,0.4734962170350984,0.0,0.0,47279,15.55815201768014,2679
ENSMUSG00000063415,Cyp26b1,Gene Expression,0.47320885970924853,0.0,0.0,662,0.17987018222965018,312
ENSMUSG00000027199,Gatm,Gene Expression,0.472223353815357,0.0,0.0,7906,3.2897781781398994,2082
